user;item;rating
3;671;3.0
3;672;3.0
3;674;3.0
3;675;4.0
3;678;3.0
3;679;2.0
3;681;4.0
3;682;3.0
3;684;2.0
3;685;3.0
3;687;3.0
3;688;3.0
3;691;3.0
3;692;5.0
3;694;2.0
3;695;4.0
3;698;4.0
3;699;3.0
3;700;4.0
3;701;2.0
3;702;3.0
3;706;3.0
3;708;4.0
3;710;1.0
3;711;4.0
3;712;4.0
3;714;3.0
3;715;2.0
3;716;5.0
3;724;3.0
3;726;3.0
3;729;1.0
3;733;3.0
3;736;3.0
3;738;3.0
3;741;4.0
3;743;4.0
3;745;2.0
3;747;1.0
3;748;3.0
3;752;3.0
3;756;3.0
3;759;3.0
3;763;4.0
3;764;4.0
3;767;2.0
3;772;2.0
3;780;5.0
3;783;1.0
3;784;4.0
3;790;3.0
3;791;2.0
3;793;3.0
3;794;4.0
3;795;3.0
3;797;3.0
3;801;3.0
3;802;2.0
3;804;5.0
3;806;3.0
3;807;4.0
3;809;4.0
3;810;5.0
3;813;4.0
3;815;4.0
3;817;3.0
3;824;3.0
3;829;5.0
3;831;3.0
3;832;3.0
3;846;4.0
3;847;2.0
3;848;3.0
3;850;1.0
3;851;4.0
3;854;1.0
3;855;2.0
3;856;2.0
3;860;4.0
3;861;3.0
3;862;2.0
3;863;3.0
3;864;3.0
3;865;2.0
3;872;4.0
3;880;4.0
3;885;4.0
3;895;2.0
3;898;2.0
3;907;3.0
3;913;1.0
3;917;5.0
3;921;3.0
3;930;3.0
3;934;4.0
3;935;5.0
3;937;2.0
3;939;1.0
3;940;4.0
3;947;3.0
3;948;3.0
3;959;1.0
3;962;4.0
3;964;5.0
3;965;4.0
3;970;4.0
3;982;3.0
3;991;2.0
3;994;1.0
3;998;3.0
3;1005;3.0
3;1015;3.0
3;1018;4.0
3;1020;2.0
3;1026;4.0
3;1049;4.0
3;1050;1.0
3;1058;2.0
3;1061;3.0
3;1063;2.0
3;1064;2.0
3;1067;1.0
3;1074;3.0
3;1082;2.0
3;1092;2.0
3;1101;1.0
3;1123;2.0
3;1149;2.0
3;1157;2.0
3;1168;4.0
3;1173;4.0
3;1175;3.0
3;1180;3.0
3;1183;3.0
3;1192;4.0
3;1208;3.0
3;1214;1.0
3;1217;4.0
3;1249;3.0
3;1258;2.0
3;1262;3.0
3;1265;3.0
3;1266;1.0
3;1280;3.0
3;1292;3.0
3;1311;4.0
3;1319;2.0
3;1335;2.0
3;1349;2.0
3;1353;2.0
3;1370;2.0
3;1418;3.0
3;1422;3.0
3;1480;2.0
3;1495;1.0
3;1499;2.0
3;1609;3.0
4;449;4.0
4;452;5.0
4;455;5.0
4;456;4.0
4;460;4.0
4;463;4.0
4;464;4.0
4;465;4.0
4;466;3.0
4;467;5.0
4;469;4.0
4;470;5.0
4;472;4.0
4;476;4.0
4;477;4.0
4;481;5.0
4;482;4.0
4;484;3.0
4;485;4.0
4;486;4.0
4;488;4.0
4;489;4.0
4;490;5.0
4;492;5.0
4;493;5.0
4;495;5.0
4;497;4.0
4;498;4.0
4;499;3.0
4;504;4.0
4;505;3.0
4;507;3.0
4;508;4.0
4;509;5.0
4;512;4.0
4;514;2.0
4;515;4.0
4;517;5.0
4;518;4.0
4;525;4.0
4;526;4.0
4;527;3.0
4;528;4.0
4;531;4.0
4;532;5.0
4;538;3.0
4;542;3.0
4;545;4.0
4;546;3.0
4;551;4.0
4;555;2.0
4;557;4.0
4;558;4.0
4;559;3.0
4;561;4.0
4;566;4.0
4;571;4.0
4;572;3.0
4;573;4.0
4;574;4.0
4;575;3.0
4;576;4.0
4;577;4.0
4;578;5.0
4;580;1.0
4;583;4.0
4;586;5.0
4;587;2.0
4;589;3.0
4;591;1.0
4;592;3.0
4;595;4.0
4;597;5.0
4;598;3.0
4;600;4.0
4;605;4.0
4;606;4.0
4;609;4.0
4;610;4.0
4;614;4.0
4;615;5.0
4;616;5.0
4;622;3.0
4;633;4.0
4;634;4.0
4;635;4.0
4;636;3.0
4;637;4.0
4;641;4.0
4;646;2.0
4;647;3.0
4;648;4.0
4;660;3.0
4;664;4.0
4;668;4.0
4;670;4.0
4;671;2.0
4;673;4.0
4;674;4.0
4;675;4.0
4;684;5.0
4;685;5.0
4;686;2.0
4;691;4.0
4;694;4.0
4;697;2.0
4;700;3.0
4;708;2.0
4;710;4.0
4;714;4.0
4;719;3.0
4;720;3.0
4;722;4.0
4;723;3.0
4;724;5.0
4;725;3.0
4;730;3.0
4;736;4.0
4;741;4.0
4;742;3.0
4;745;5.0
4;748;4.0
4;759;4.0
4;760;4.0
4;761;4.0
4;763;4.0
4;764;4.0
4;773;4.0
4;777;4.0
4;779;5.0
4;783;2.0
4;790;5.0
4;791;4.0
4;793;4.0
4;794;3.0
4;795;4.0
4;798;2.0
4;801;4.0
4;806;3.0
4;809;4.0
4;810;4.0
4;822;4.0
4;823;4.0
4;830;4.0
4;831;5.0
4;838;4.0
4;840;5.0
4;847;1.0
4;848;3.0
4;849;2.0
4;854;4.0
4;855;4.0
4;860;5.0
4;864;3.0
4;872;4.0
4;874;4.0
4;877;4.0
4;880;4.0
4;885;4.0
4;896;4.0
4;898;3.0
4;902;3.0
4;903;5.0
4;920;4.0
4;933;4.0
4;935;3.0
4;937;4.0
4;970;5.0
4;971;3.0
4;972;3.0
4;982;4.0
4;986;3.0
4;995;3.0
4;1015;5.0
4;1026;1.0
4;1046;4.0
4;1063;4.0
4;1064;4.0
4;1065;4.0
4;1067;4.0
4;1074;4.0
4;1117;5.0
4;1125;2.0
4;1156;3.0
4;1168;3.0
4;1175;5.0
4;1186;2.0
4;1209;3.0
4;1217;3.0
4;1221;3.0
4;1241;4.0
4;1244;4.0
4;1300;4.0
4;1314;3.0
4;1323;2.0
5;451;4.0
5;452;4.0
5;454;4.0
5;455;4.0
5;456;4.0
5;465;5.0
5;470;5.0
5;483;2.0
5;488;3.0
5;493;4.0
5;499;4.0
5;507;5.0
5;509;4.0
5;513;4.0
5;517;5.0
5;519;4.0
5;526;4.0
5;549;3.0
5;558;4.0
5;559;4.0
5;579;5.0
5;586;3.0
5;595;4.0
5;600;4.0
5;607;4.0
5;609;3.0
5;616;4.0
5;619;5.0
5;621;4.0
5;633;4.0
5;636;4.0
5;646;3.0
5;650;5.0
5;667;4.0
5;672;4.0
5;675;4.0
5;683;4.0
5;685;4.0
5;691;4.0
5;704;3.0
5;719;4.0
5;736;4.0
5;745;4.0
5;763;4.0
5;791;4.0
5;801;4.0
5;827;4.0
5;886;4.0
5;907;4.0
5;909;4.0
5;913;4.0
5;1010;5.0
5;1028;3.0
5;1179;4.0
5;1288;4.0
5;1331;4.0
6;448;2.0
6;449;5.0
6;450;1.0
6;451;4.0
6;452;4.0
6;453;1.0
6;454;1.0
6;456;3.0
6;457;2.0
6;458;2.0
6;459;3.0
6;460;3.0
6;463;4.0
6;464;4.0
6;465;3.0
6;466;3.0
6;467;5.0
6;469;5.0
6;470;4.0
6;471;4.0
6;472;5.0
6;474;4.0
6;475;4.0
6;478;1.0
6;479;3.0
6;480;1.0
6;481;3.0
6;482;5.0
6;483;4.0
6;484;3.0
6;485;4.0
6;486;4.0
6;487;2.0
6;488;1.0
6;489;5.0
6;490;1.0
6;492;3.0
6;493;5.0
6;496;3.0
6;498;5.0
6;499;3.0
6;502;4.0
6;503;2.0
6;504;5.0
6;505;2.0
6;506;1.0
6;507;1.0
6;509;3.0
6;511;1.0
6;512;3.0
6;513;5.0
6;514;2.0
6;515;5.0
6;516;4.0
6;517;4.0
6;518;4.0
6;520;2.0
6;521;3.0
6;522;4.0
6;523;5.0
6;524;1.0
6;525;5.0
6;526;3.0
6;527;3.0
6;528;3.0
6;529;5.0
6;530;4.0
6;531;1.0
6;536;2.0
6;537;4.0
6;538;2.0
6;539;3.0
6;540;4.0
6;542;2.0
6;543;5.0
6;545;3.0
6;546;3.0
6;547;1.0
6;548;4.0
6;549;5.0
6;550;3.0
6;551;3.0
6;552;5.0
6;556;4.0
6;558;3.0
6;559;3.0
6;560;3.0
6;561;5.0
6;566;3.0
6;568;3.0
6;569;4.0
6;570;5.0
6;572;2.0
6;573;5.0
6;574;4.0
6;577;4.0
6;578;5.0
6;580;2.0
6;582;5.0
6;583;4.0
6;584;1.0
6;586;5.0
6;589;2.0
6;593;2.0
6;595;3.0
6;596;2.0
6;598;3.0
6;599;3.0
6;600;2.0
6;602;1.0
6;603;2.0
6;604;2.0
6;605;5.0
6;606;4.0
6;607;2.0
6;608;3.0
6;610;4.0
6;611;3.0
6;613;1.0
6;614;3.0
6;615;1.0
6;616;2.0
6;618;3.0
6;620;5.0
6;621;3.0
6;622;3.0
6;623;4.0
6;624;3.0
6;625;3.0
6;627;5.0
6;628;4.0
6;629;2.0
6;630;1.0
6;631;5.0
6;632;3.0
6;633;4.0
6;637;5.0
6;638;5.0
6;641;1.0
6;642;2.0
6;646;4.0
6;647;3.0
6;648;5.0
6;649;4.0
6;659;4.0
6;660;3.0
6;661;1.0
6;662;4.0
6;663;5.0
6;664;5.0
6;666;5.0
6;667;4.0
6;668;3.0
6;671;5.0
6;672;4.0
6;674;4.0
6;675;3.0
6;677;1.0
6;678;2.0
6;679;3.0
6;680;4.0
6;681;4.0
6;683;5.0
6;684;4.0
6;685;2.0
6;687;1.0
6;688;5.0
6;689;5.0
6;691;3.0
6;694;3.0
6;696;3.0
6;699;1.0
6;700;3.0
6;702;4.0
6;704;5.0
6;706;4.0
6;710;1.0
6;711;3.0
6;712;5.0
6;714;5.0
6;715;2.0
6;716;3.0
6;717;4.0
6;718;3.0
6;720;5.0
6;721;5.0
6;722;4.0
6;723;1.0
6;724;1.0
6;725;4.0
6;728;3.0
6;729;1.0
6;735;3.0
6;736;4.0
6;738;1.0
6;740;2.0
6;745;5.0
6;746;1.0
6;749;1.0
6;758;1.0
6;759;3.0
6;760;4.0
6;763;5.0
6;764;4.0
6;765;3.0
6;766;5.0
6;767;2.0
6;768;1.0
6;771;2.0
6;772;1.0
6;773;3.0
6;774;4.0
6;777;3.0
6;779;5.0
6;781;4.0
6;783;3.0
6;785;4.0
6;788;1.0
6;790;5.0
6;793;3.0
6;794;5.0
6;795;5.0
6;798;2.0
6;800;1.0
6;801;2.0
6;802;1.0
6;803;2.0
6;805;4.0
6;806;3.0
6;808;5.0
6;809;4.0
6;812;4.0
6;813;5.0
6;820;3.0
6;823;2.0
6;824;1.0
6;825;3.0
6;826;2.0
6;827;4.0
6;830;4.0
6;831;5.0
6;833;2.0
6;835;4.0
6;836;5.0
6;838;2.0
6;840;3.0
6;841;1.0
6;843;4.0
6;847;4.0
6;848;5.0
6;851;4.0
6;853;4.0
6;856;4.0
6;859;3.0
6;860;5.0
6;862;4.0
6;864;1.0
6;865;4.0
6;866;5.0
6;867;4.0
6;868;3.0
6;869;2.0
6;872;3.0
6;873;3.0
6;874;1.0
6;877;5.0
6;879;3.0
6;880;5.0
6;882;3.0
6;884;5.0
6;885;5.0
6;888;5.0
6;889;5.0
6;891;5.0
6;893;1.0
6;900;5.0
6;902;3.0
6;903;1.0
6;905;3.0
6;906;2.0
6;907;5.0
6;908;1.0
6;909;4.0
6;913;5.0
6;914;1.0
6;916;3.0
6;918;3.0
6;921;3.0
6;923;1.0
6;924;1.0
6;932;3.0
6;933;2.0
6;934;5.0
6;935;5.0
6;936;5.0
6;937;3.0
6;939;5.0
6;940;4.0
6;942;5.0
6;945;4.0
6;952;1.0
6;953;3.0
6;954;2.0
6;958;5.0
6;960;2.0
6;963;1.0
6;964;1.0
6;965;4.0
6;966;5.0
6;969;1.0
6;970;3.0
6;975;5.0
6;977;5.0
6;979;4.0
6;981;3.0
6;982;4.0
6;986;2.0
6;989;3.0
6;990;1.0
6;994;1.0
6;995;3.0
6;997;4.0
6;998;4.0
6;1001;2.0
6;1002;4.0
6;1010;4.0
6;1015;5.0
6;1019;3.0
6;1026;1.0
6;1029;2.0
6;1030;1.0
6;1033;5.0
6;1035;3.0
6;1037;3.0
6;1038;4.0
6;1039;5.0
6;1041;3.0
6;1042;1.0
6;1044;5.0
6;1045;3.0
6;1048;4.0
6;1054;3.0
6;1055;1.0
6;1056;4.0
6;1059;5.0
6;1061;1.0
6;1063;3.0
6;1066;4.0
6;1069;5.0
6;1071;1.0
6;1074;5.0
6;1075;5.0
6;1076;4.0
6;1079;4.0
6;1080;1.0
6;1084;2.0
6;1085;2.0
6;1086;1.0
6;1088;5.0
6;1092;2.0
6;1097;1.0
6;1099;1.0
6;1100;1.0
6;1108;5.0
6;1111;2.0
6;1114;1.0
6;1115;3.0
6;1123;3.0
6;1124;5.0
6;1125;2.0
6;1126;1.0
6;1129;5.0
6;1131;3.0
6;1136;2.0
6;1137;4.0
6;1140;4.0
6;1147;2.0
6;1149;5.0
6;1150;5.0
6;1151;4.0
6;1152;5.0
6;1155;3.0
6;1161;4.0
6;1163;1.0
6;1165;4.0
6;1167;1.0
6;1175;3.0
6;1177;4.0
6;1182;1.0
6;1187;4.0
6;1189;4.0
6;1191;4.0
6;1192;5.0
6;1204;2.0
6;1205;4.0
6;1208;5.0
6;1214;1.0
6;1218;2.0
6;1219;1.0
6;1226;3.0
6;1233;4.0
6;1234;3.0
6;1241;3.0
6;1244;4.0
6;1247;3.0
6;1248;1.0
6;1251;3.0
6;1253;2.0
6;1267;5.0
6;1271;5.0
6;1280;2.0
6;1282;4.0
6;1287;1.0
6;1298;2.0
6;1301;1.0
6;1304;3.0
6;1306;2.0
6;1309;1.0
6;1310;3.0
6;1319;1.0
6;1323;2.0
6;1331;4.0
6;1334;1.0
6;1336;3.0
6;1337;3.0
6;1343;1.0
6;1346;1.0
6;1349;1.0
6;1362;4.0
6;1370;3.0
6;1391;1.0
6;1392;2.0
6;1408;2.0
6;1417;4.0
6;1426;2.0
6;1430;1.0
6;1439;1.0
6;1444;2.0
6;1447;1.0
6;1454;5.0
6;1462;3.0
6;1477;4.0
6;1509;1.0
6;1523;1.0
6;1564;4.0
6;1606;1.0
6;1622;2.0
7;456;5.0
7;490;5.0
7;514;4.0
7;529;1.0
7;574;5.0
7;630;5.0
7;631;4.0
7;660;1.0
7;664;5.0
7;758;5.0
7;781;4.0
7;793;5.0
7;850;5.0
7;903;5.0
7;916;5.0
8;449;3.0
8;451;4.0
8;453;3.0
8;454;2.0
8;455;2.0
8;456;5.0
8;463;3.0
8;464;2.0
8;465;2.0
8;466;4.0
8;470;4.0
8;481;1.0
8;482;4.0
8;485;4.0
8;489;3.0
8;490;2.0
8;492;3.0
8;494;4.0
8;495;2.0
8;498;3.0
8;503;4.0
8;504;3.0
8;508;4.0
8;509;4.0
8;511;3.0
8;512;4.0
8;514;1.0
8;515;2.0
8;516;5.0
8;517;4.0
8;518;4.0
8;519;5.0
8;521;3.0
8;526;5.0
8;535;2.0
8;540;4.0
8;541;4.0
8;542;3.0
8;544;3.0
8;545;4.0
8;546;4.0
8;547;3.0
8;555;4.0
8;556;3.0
8;559;3.0
8;560;2.0
8;561;5.0
8;566;4.0
8;573;4.0
8;580;4.0
8;586;4.0
8;590;3.0
8;592;1.0
8;593;1.0
8;594;4.0
8;595;3.0
8;599;1.0
8;600;4.0
8;605;5.0
8;606;5.0
8;610;4.0
8;616;4.0
8;621;4.0
8;622;4.0
8;627;1.0
8;631;1.0
8;632;5.0
8;633;4.0
8;636;4.0
8;648;4.0
8;656;4.0
8;660;3.0
8;662;3.0
8;664;3.0
8;666;2.0
8;668;3.0
8;670;5.0
8;674;4.0
8;675;5.0
8;677;2.0
8;678;3.0
8;680;4.0
8;681;3.0
8;682;4.0
8;684;2.0
8;685;5.0
8;691;5.0
8;698;4.0
8;699;2.0
8;703;1.0
8;707;3.0
8;710;2.0
8;711;4.0
8;712;5.0
8;713;2.0
8;717;4.0
8;719;2.0
8;722;5.0
8;728;4.0
8;730;2.0
8;736;5.0
8;738;2.0
8;741;5.0
8;742;3.0
8;745;4.0
8;747;4.0
8;754;1.0
8;759;3.0
8;763;3.0
8;767;2.0
8;771;3.0
8;772;2.0
8;773;2.0
8;777;3.0
8;789;3.0
8;790;3.0
8;791;3.0
8;793;2.0
8;813;4.0
8;823;1.0
8;824;2.0
8;826;4.0
8;831;4.0
8;835;3.0
8;846;4.0
8;848;4.0
8;850;5.0
8;851;4.0
8;862;3.0
8;869;1.0
8;874;1.0
8;885;4.0
8;895;3.0
8;896;3.0
8;907;4.0
8;913;3.0
8;915;2.0
8;917;4.0
8;930;3.0
8;933;5.0
8;935;5.0
8;945;3.0
8;951;1.0
8;957;5.0
8;970;3.0
8;978;5.0
8;987;3.0
8;998;4.0
8;1009;3.0
8;1020;4.0
8;1024;2.0
8;1033;4.0
8;1050;4.0
8;1059;3.0
8;1082;5.0
8;1089;3.0
8;1101;2.0
8;1116;2.0
8;1128;3.0
8;1137;2.0
8;1148;4.0
8;1168;4.0
8;1183;1.0
8;1198;4.0
8;1266;3.0
8;1308;3.0
8;1623;4.0
9;448;4.0
9;449;5.0
9;451;5.0
9;454;5.0
9;469;4.0
9;470;5.0
9;472;5.0
9;474;5.0
9;481;5.0
9;482;5.0
9;484;4.0
9;485;4.0
9;488;5.0
9;489;5.0
9;493;5.0
9;494;4.0
9;498;4.0
9;499;5.0
9;502;2.0
9;507;5.0
9;509;5.0
9;511;5.0
9;512;5.0
9;513;5.0
9;516;5.0
9;517;5.0
9;518;4.0
9;519;2.0
9;520;5.0
9;524;5.0
9;525;4.0
9;528;4.0
9;529;4.0
9;531;4.0
9;535;3.0
9;536;5.0
9;537;5.0
9;540;5.0
9;545;3.0
9;546;3.0
9;549;5.0
9;552;5.0
9;556;4.0
9;558;4.0
9;566;5.0
9;573;5.0
9;575;4.0
9;578;3.0
9;582;4.0
9;583;5.0
9;585;5.0
9;586;4.0
9;594;2.0
9;595;5.0
9;605;5.0
9;606;5.0
9;607;5.0
9;609;5.0
9;610;5.0
9;613;5.0
9;614;4.0
9;615;4.0
9;618;5.0
9;620;5.0
9;621;5.0
9;623;4.0
9;627;4.0
9;632;5.0
9;635;4.0
9;636;5.0
9;638;4.0
9;642;3.0
9;643;4.0
9;646;5.0
9;648;5.0
9;649;5.0
9;655;4.0
9;659;3.0
9;660;5.0
9;662;5.0
9;666;5.0
9;679;5.0
9;682;4.0
9;683;5.0
9;684;5.0
9;687;4.0
9;694;4.0
9;702;5.0
9;708;4.0
9;711;3.0
9;712;3.0
9;714;4.0
9;715;3.0
9;716;5.0
9;720;3.0
9;721;5.0
9;728;4.0
9;731;3.0
9;732;5.0
9;734;2.0
9;736;5.0
9;740;4.0
9;746;4.0
9;756;5.0
9;759;5.0
9;766;5.0
9;769;5.0
9;770;5.0
9;792;5.0
9;794;5.0
9;800;4.0
9;801;5.0
9;810;5.0
9;812;3.0
9;813;5.0
9;821;3.0
9;823;5.0
9;830;4.0
9;831;5.0
9;838;3.0
9;843;4.0
9;846;5.0
9;848;4.0
9;851;5.0
9;854;2.0
9;855;2.0
9;857;4.0
9;858;5.0
9;865;5.0
9;866;3.0
9;867;5.0
9;871;3.0
9;880;4.0
9;885;5.0
9;891;4.0
9;895;2.0
9;903;3.0
9;907;5.0
9;909;5.0
9;920;4.0
9;923;3.0
9;924;4.0
9;933;5.0
9;934;5.0
9;935;4.0
9;936;5.0
9;940;5.0
9;941;4.0
9;953;3.0
9;954;2.0
9;958;5.0
9;962;4.0
9;965;4.0
9;969;3.0
9;977;3.0
9;978;5.0
9;996;2.0
9;997;4.0
9;1000;4.0
9;1003;2.0
9;1012;5.0
9;1015;3.0
9;1016;4.0
9;1019;4.0
9;1027;3.0
9;1029;5.0
9;1032;5.0
9;1033;4.0
9;1038;4.0
9;1049;4.0
9;1050;5.0
9;1059;5.0
9;1062;5.0
9;1067;4.0
9;1070;5.0
9;1072;3.0
9;1079;5.0
9;1082;4.0
9;1098;4.0
9;1102;5.0
9;1118;5.0
9;1123;3.0
9;1137;4.0
9;1150;4.0
9;1152;5.0
9;1162;4.0
9;1178;5.0
9;1191;4.0
9;1192;5.0
9;1201;4.0
9;1202;5.0
9;1211;3.0
9;1213;5.0
9;1215;4.0
9;1251;5.0
9;1265;5.0
9;1266;3.0
9;1275;4.0
9;1279;5.0
9;1304;3.0
9;1331;5.0
9;1335;2.0
9;1367;4.0
9;1394;5.0
9;1445;4.0
9;1498;4.0
9;1603;4.0
10;453;5.0
10;455;1.0
10;462;5.0
10;463;5.0
10;464;5.0
10;465;5.0
10;467;5.0
10;469;5.0
10;471;5.0
10;483;1.0
10;486;5.0
10;487;5.0
10;489;5.0
10;490;5.0
10;503;1.0
10;508;5.0
10;514;5.0
10;526;1.0
10;527;5.0
10;533;5.0
10;542;5.0
10;557;5.0
10;558;3.0
10;560;5.0
10;566;5.0
10;568;5.0
10;578;2.0
10;586;2.0
10;592;5.0
10;604;1.0
10;609;2.0
10;610;5.0
10;616;5.0
10;622;2.0
10;641;3.0
10;647;5.0
10;662;5.0
10;674;5.0
10;677;5.0
10;681;2.0
10;684;5.0
10;702;1.0
10;704;5.0
10;707;5.0
10;716;2.0
10;718;5.0
10;719;5.0
10;725;5.0
10;759;5.0
10;764;5.0
10;765;5.0
10;771;5.0
10;779;5.0
10;788;4.0
10;790;4.0
10;811;1.0
10;823;5.0
10;825;5.0
10;833;5.0
10;839;3.0
10;849;5.0
10;868;1.0
10;906;3.0
10;916;3.0
10;925;5.0
10;976;4.0
10;982;1.0
10;1000;2.0
10;1013;3.0
10;1042;4.0
10;1061;1.0
10;1063;5.0
10;1076;5.0
10;1100;2.0
10;1141;5.0
10;1165;2.0
10;1187;1.0
10;1269;4.0
10;1280;2.0
10;1297;5.0
10;1355;5.0
10;1361;5.0
10;1362;5.0
10;1417;1.0
10;1443;1.0
10;1476;5.0
11;452;4.0
